take_profit_pct,entry_step_pct,position_size_pct,max_entries,leverage,roi,total_pnl,win_rate,total_trades,trades_per_day,daily_pnl,max_trade_dd,max_balance_dd,max_duration_h,avg_entries,final_balance,commission,roi_dd_ratio
1.0,4.0,8.0,7,6,7.962482092699906,79.62482092699891,99.41520467836257,171,0.11720356408498972,0.05457492866826519,65.90836181744363,19.291805982089752,14784.0,1.8245614035087718,1079.624820926999,33.51819093047556,0.41273907171221635
0.3,4.0,15.0,7,2,7.843257001677102,78.43257001677101,100.0,247,0.16929403701165183,0.0537577587503571,65.90815168053406,7.272830235046712,14781.0,1.1336032388663968,1078.432570016771,52.41923181301354,1.078432570016771
0.3,4.0,15.0,7,4,7.843257001677102,78.43257001677101,100.0,247,0.16929403701165183,0.0537577587503571,65.90815168053406,7.272830235046712,14781.0,1.1336032388663968,1078.432570016771,52.41923181301354,1.078432570016771
0.3,4.0,15.0,7,6,7.843257001677102,78.43257001677101,100.0,247,0.16929403701165183,0.0537577587503571,65.90815168053406,7.272830235046712,14781.0,1.1336032388663968,1078.432570016771,52.41923181301354,1.078432570016771
1.0,4.0,15.0,5,2,7.827132784761217,78.27132784761216,99.37888198757764,161,0.11034955448937629,0.053647243212893866,66.34238842010012,29.456631284901736,14808.0,1.6770186335403727,1078.2713278476122,58.337616864334485,0.26571717278387785
1.0,4.0,15.0,5,4,7.827132784761217,78.27132784761216,99.37888198757764,161,0.11034955448937629,0.053647243212893866,66.34238842010012,29.456631284901736,14808.0,1.6770186335403727,1078.2713278476122,58.337616864334485,0.26571717278387785
1.0,4.0,15.0,5,6,7.827132784761217,78.27132784761216,99.37888198757764,161,0.11034955448937629,0.053647243212893866,66.34238842010012,29.456631284901736,14808.0,1.6770186335403727,1078.2713278476122,58.337616864334485,0.26571717278387785
0.7,2.0,5.0,5,2,7.752626377863795,77.52626377863754,99.72451790633609,363,0.24880054832076764,0.053136575585083994,67.96034045939709,15.367774216938388,15625.0,1.600550964187328,1077.526263778638,38.02039296313537,0.5044729489400512
0.7,2.0,5.0,5,4,7.752626377863795,77.52626377863754,99.72451790633609,363,0.24880054832076764,0.053136575585083994,67.96034045939709,15.367774216938388,15625.0,1.600550964187328,1077.526263778638,38.02039296313537,0.5044729489400512
0.7,2.0,5.0,5,6,7.752626377863795,77.52626377863754,99.72451790633609,363,0.24880054832076764,0.053136575585083994,67.96034045939709,15.367774216938388,15625.0,1.600550964187328,1077.526263778638,38.02039296313537,0.5044729489400512
0.3,4.0,15.0,5,2,7.727458810286521,77.27458810286495,100.0,247,0.16929403701165183,0.05296407683541121,66.343585457168,7.173156125305959,14785.0,1.1174089068825912,1077.2745881028652,51.64531196865123,1.0772745881028651
0.3,4.0,15.0,5,4,7.727458810286521,77.27458810286495,100.0,247,0.16929403701165183,0.05296407683541121,66.343585457168,7.173156125305959,14785.0,1.1174089068825912,1077.2745881028652,51.64531196865123,1.0772745881028651
0.3,4.0,15.0,5,6,7.727458810286521,77.27458810286495,100.0,247,0.16929403701165183,0.05296407683541121,66.343585457168,7.173156125305959,14785.0,1.1174089068825912,1077.2745881028652,51.64531196865123,1.0772745881028651
0.7,3.0,8.0,7,2,7.5406828789763045,75.4068287897623,99.6845425867508,317,0.21727210418094586,0.05168391280998102,66.47860897089703,20.532354909715867,14808.0,1.586750788643533,1075.406828789763,54.41870778843458,0.3672585493546125
0.7,3.0,8.0,7,4,7.5406828789763045,75.4068287897623,99.6845425867508,317,0.21727210418094586,0.05168391280998102,66.47860897089703,20.532354909715867,14808.0,1.586750788643533,1075.406828789763,54.41870778843458,0.3672585493546125
0.7,3.0,8.0,7,6,7.5406828789763045,75.4068287897623,99.6845425867508,317,0.21727210418094586,0.05168391280998102,66.47860897089703,20.532354909715867,14808.0,1.586750788643533,1075.406828789763,54.41870778843458,0.3672585493546125
0.3,4.0,15.0,3,2,7.321839120920913,73.21839120920848,100.0,240,0.1644962302947224,0.05018395559232932,66.96562909944464,6.822319838063249,15595.0,1.0916666666666666,1073.2183912092091,48.93441361096198,1.0732183912092093
