datetime,open,high,low,close,volume
2022-03-12 06:00:00,2587.25,2598.95,2582.1,2583.7,4752.48
2022-03-12 07:00:00,2583.7,2589.3,2578.7,2587.5,2799.09
2022-03-12 08:00:00,2587.5,2589.65,2573.4,2582.1,4284.82
2022-03-12 09:00:00,2582.1,2590.0,2579.3,2588.05,2134.4
2022-03-12 10:00:00,2588.05,2591.4,2580.0,2585.85,3737.31
2022-03-12 11:00:00,2585.85,2587.1,2575.15,2576.85,3803.67
2022-03-12 12:00:00,2576.85,2588.0,2575.4,2587.9,1848.73
2022-03-12 13:00:00,2587.9,2593.85,2583.0,2584.0,2803.81
2022-03-12 14:00:00,2584.0,2586.95,2561.0,2570.05,7016.19
2022-03-12 15:00:00,2570.05,2589.35,2566.3,2582.85,4310.56
2022-03-12 16:00:00,2582.85,2595.0,2580.45,2591.75,3823.76
2022-03-12 17:00:00,2591.75,2619.45,2586.5,2587.5,9764.65
2022-03-12 18:00:00,2587.5,2587.75,2575.0,2582.15,3071.37
2022-03-12 19:00:00,2582.15,2583.15,2575.25,2577.1,2519.15
2022-03-12 20:00:00,2577.1,2591.7,2575.0,2586.8,1718.6
2022-03-12 21:00:00,2586.8,2591.6,2583.35,2585.4,718.95
2022-03-12 22:00:00,2585.4,2590.0,2583.35,2586.25,1683.34
2022-03-12 23:00:00,2586.25,2589.0,2560.95,2568.75,4326.94
2022-03-13 00:00:00,2568.75,2572.95,2557.1,2570.7,2790.02
2022-03-13 01:00:00,2570.7,2596.5,2570.0,2587.8,4750.83
2022-03-13 02:00:00,2587.8,2603.45,2587.35,2590.85,2788.08
2022-03-13 03:00:00,2590.85,2596.25,2589.4,2590.45,1279.39
2022-03-13 04:00:00,2590.45,2595.25,2584.4,2584.6,2281.82
2022-03-13 05:00:00,2584.6,2587.95,2582.6,2583.4,1170.27
2022-03-13 06:00:00,2583.4,2588.0,2579.75,2587.6,1091.43
2022-03-13 07:00:00,2587.6,2589.5,2580.7,2580.7,944.39
2022-03-13 08:00:00,2580.7,2582.8,2575.95,2578.7,1354.01
2022-03-13 09:00:00,2578.7,2579.5,2570.55,2579.5,2841.1
2022-03-13 10:00:00,2579.5,2588.75,2577.5,2588.75,4045.6
2022-03-13 11:00:00,2588.75,2596.05,2565.45,2573.9,5409.51
2022-03-13 12:00:00,2573.9,2574.7,2533.5,2539.55,12855.73
2022-03-13 13:00:00,2539.55,2569.75,2536.65,2559.1,9904.75
2022-03-13 14:00:00,2559.1,2569.55,2557.5,2565.75,2997.94
2022-03-13 15:00:00,2565.75,2589.0,2565.7,2578.7,5487.92
2022-03-13 16:00:00,2578.7,2584.7,2570.2,2582.25,2648.58
2022-03-13 17:00:00,2582.25,2585.0,2576.2,2578.65,3307.9
2022-03-13 18:00:00,2578.65,2583.35,2576.75,2580.65,1438.75
2022-03-13 19:00:00,2580.65,2582.6,2562.1,2562.15,1449.25
2022-03-13 20:00:00,2562.15,2562.2,2542.85,2543.05,5703.75
2022-03-13 21:00:00,2543.05,2559.45,2540.75,2558.7,3965.08
2022-03-13 22:00:00,2558.7,2572.45,2496.75,2503.6,17690.45
2022-03-13 23:00:00,2503.6,2520.9,2490.4,2513.05,8912.05
2022-03-14 00:00:00,2513.05,2524.25,2496.75,2516.9,6282.54
2022-03-14 01:00:00,2516.9,2542.9,2516.9,2526.9,6039.47
2022-03-14 02:00:00,2526.9,2533.0,2521.8,2523.5,2060.72
2022-03-14 03:00:00,2523.5,2535.0,2517.75,2533.35,2270.89
2022-03-14 04:00:00,2533.35,2606.25,2531.75,2569.35,17509.29
2022-03-14 05:00:00,2569.35,2579.1,2564.2,2565.9,3519.35
2022-03-14 06:00:00,2565.9,2581.45,2565.0,2574.9,1868.76
2022-03-14 07:00:00,2574.9,2591.65,2572.65,2586.3,7751.38
2022-03-14 08:00:00,2586.3,2602.0,2583.25,2592.95,11587.51
2022-03-14 09:00:00,2592.95,2609.85,2587.05,2596.35,5873.43
2022-03-14 10:00:00,2596.35,2598.5,2583.4,2594.1,3158.04
2022-03-14 11:00:00,2594.1,2594.15,2572.95,2580.1,5894.27
2022-03-14 12:00:00,2580.1,2584.55,2566.55,2573.65,4036.03
2022-03-14 13:00:00,2573.65,2581.3,2554.5,2578.45,8056.61
2022-03-14 14:00:00,2578.45,2591.75,2572.05,2586.55,7259.08
2022-03-14 15:00:00,2586.55,2592.85,2567.75,2573.4,3749.92
2022-03-14 16:00:00,2573.4,2581.4,2560.2,2560.65,3585.43
2022-03-14 17:00:00,2560.65,2560.65,2531.45,2536.35,13469.61
2022-03-14 18:00:00,2536.35,2539.8,2513.5,2528.25,11206.33
2022-03-14 19:00:00,2528.25,2537.85,2521.7,2534.25,5208.47
2022-03-14 20:00:00,2534.25,2546.95,2522.1,2524.35,3456.45
2022-03-14 21:00:00,2524.35,2541.45,2521.35,2539.3,2599.67
2022-03-14 22:00:00,2539.3,2589.0,2537.85,2568.5,10046.27
2022-03-14 23:00:00,2568.5,2595.7,2568.5,2589.45,6216.89
2022-03-15 00:00:00,2589.45,2600.0,2575.25,2587.55,7530.85
2022-03-15 01:00:00,2587.55,2588.7,2536.2,2542.55,13022.54
2022-03-15 02:00:00,2542.55,2569.3,2540.0,2560.55,4541.86
2022-03-15 03:00:00,2560.55,2563.9,2534.4,2542.2,8966.82
2022-03-15 04:00:00,2542.2,2551.3,2538.0,2544.8,3067.88
2022-03-15 05:00:00,2544.8,2549.25,2540.35,2547.9,1807.31
2022-03-15 06:00:00,2547.9,2560.45,2542.15,2542.75,3147.54
2022-03-15 07:00:00,2542.75,2542.75,2505.65,2530.95,8965.43
2022-03-15 08:00:00,2530.95,2532.85,2513.15,2517.0,5993.99
2022-03-15 09:00:00,2517.0,2534.8,2511.15,2527.85,4645.45
2022-03-15 10:00:00,2527.85,2536.6,2525.75,2533.5,1751.61
2022-03-15 11:00:00,2533.5,2542.95,2528.75,2532.8,3066.12
2022-03-15 12:00:00,2532.8,2547.45,2529.65,2546.15,3678.59
2022-03-15 13:00:00,2546.15,2546.2,2519.1,2532.5,4394.4
2022-03-15 14:00:00,2532.5,2567.0,2529.0,2557.1,9300.31
2022-03-15 15:00:00,2557.1,2589.9,2553.8,2572.75,19383.72
2022-03-15 16:00:00,2572.75,2625.0,2567.8,2601.7,23013.51
2022-03-15 17:00:00,2601.7,2606.25,2580.85,2599.2,6358.11
2022-03-15 18:00:00,2599.2,2639.65,2591.7,2626.4,8574.82
2022-03-15 19:00:00,2626.4,2660.0,2625.8,2657.45,14168.37
2022-03-15 20:00:00,2657.45,2668.0,2621.2,2624.7,8556.62
2022-03-15 21:00:00,2624.7,2634.3,2604.45,2632.35,7486.13
2022-03-15 22:00:00,2632.35,2643.0,2617.45,2621.05,3949.39
2022-03-15 23:00:00,2621.05,2630.65,2612.0,2616.6,3584.82
2022-03-16 00:00:00,2616.6,2627.55,2604.0,2611.3,4869.25
2022-03-16 01:00:00,2611.3,2649.65,2608.45,2642.25,7011.18
2022-03-16 02:00:00,2642.25,2733.1,2641.05,2689.95,32869.76
2022-03-16 03:00:00,2689.95,2692.95,2605.0,2620.45,21694.19
2022-03-16 04:00:00,2620.45,2627.7,2603.6,2618.0,10125.91
2022-03-16 05:00:00,2618.0,2632.0,2611.2,2626.2,4350.41
2022-03-16 06:00:00,2626.2,2646.0,2625.25,2644.5,4899.83
2022-03-16 07:00:00,2644.5,2646.25,2632.3,2644.05,3556.29
2022-03-16 08:00:00,2644.05,2682.25,2643.6,2672.5,12007.85
2022-03-16 09:00:00,2672.5,2690.0,2668.4,2682.15,7353.64
2022-03-16 10:00:00,2682.15,2693.6,2670.1,2673.1,5022.35
2022-03-16 11:00:00,2673.1,2702.5,2669.8,2687.75,10886.95
2022-03-16 12:00:00,2687.75,2696.6,2663.1,2670.25,5018.1
2022-03-16 13:00:00,2670.25,2687.0,2662.05,2682.65,4016.75
2022-03-16 14:00:00,2682.65,2715.55,2671.8,2708.4,12506.99
2022-03-16 15:00:00,2708.4,2722.35,2696.6,2702.25,5564.47
2022-03-16 16:00:00,2702.25,2720.9,2681.0,2689.65,12049.2
2022-03-16 17:00:00,2689.65,2712.65,2672.6,2703.9,7236.91
2022-03-16 18:00:00,2703.9,2716.2,2631.55,2675.15,49856.73
2022-03-16 19:00:00,2675.15,2757.35,2667.6,2750.35,21367.84
2022-03-16 20:00:00,2750.35,2786.95,2738.45,2770.0,15416.22
2022-03-16 21:00:00,2770.0,2784.05,2755.65,2764.1,6270.9
2022-03-16 22:00:00,2764.1,2768.0,2743.0,2745.05,3242.98
2022-03-16 23:00:00,2745.05,2774.5,2743.0,2773.15,4297.83
2022-03-17 00:00:00,2773.15,2781.4,2752.5,2766.3,4665.76
2022-03-17 01:00:00,2766.3,2786.9,2752.5,2771.5,3615.48
2022-03-17 02:00:00,2771.5,2779.85,2761.25,2772.3,3351.01
2022-03-17 03:00:00,2772.3,2778.25,2763.65,2764.05,8368.86
2022-03-17 04:00:00,2764.05,2773.5,2754.5,2771.65,3747.3
2022-03-17 05:00:00,2771.65,2772.7,2756.7,2759.4,2329.27
2022-03-17 06:00:00,2759.4,2764.5,2745.15,2750.5,3079.5
2022-03-17 07:00:00,2750.5,2761.0,2747.7,2753.65,2737.27
2022-03-17 08:00:00,2753.65,2770.0,2752.2,2768.15,3084.41
2022-03-17 09:00:00,2768.15,2770.05,2762.3,2766.5,2165.54
2022-03-17 10:00:00,2766.5,2776.05,2751.0,2770.0,5853.92
2022-03-17 11:00:00,2770.0,2776.2,2763.0,2772.4,3711.89
2022-03-17 12:00:00,2772.4,2818.0,2769.95,2803.8,22031.76
2022-03-17 13:00:00,2803.8,2821.25,2796.45,2816.7,8060.44
2022-03-17 14:00:00,2816.7,2834.65,2790.55,2796.95,12571.17
2022-03-17 15:00:00,2796.95,2816.75,2792.4,2797.9,6946.73
2022-03-17 16:00:00,2797.9,2810.95,2787.0,2794.95,6462.63
2022-03-17 17:00:00,2794.95,2809.8,2773.05,2805.9,9116.45
2022-03-17 18:00:00,2805.9,2815.0,2803.1,2810.5,3052.56
2022-03-17 19:00:00,2810.5,2831.7,2806.05,2824.85,5127.1
2022-03-17 20:00:00,2824.85,2824.85,2797.0,2804.25,4835.46
2022-03-17 21:00:00,2804.25,2818.7,2798.8,2817.6,2887.51
2022-03-17 22:00:00,2817.6,2819.95,2806.35,2815.55,2330.53
2022-03-17 23:00:00,2815.55,2817.25,2807.2,2809.5,1894.12
2022-03-18 00:00:00,2809.5,2810.6,2763.55,2772.5,15394.47
2022-03-18 01:00:00,2772.5,2785.95,2767.0,2785.2,6884.66
2022-03-18 02:00:00,2785.2,2786.65,2773.85,2780.0,3470.43
2022-03-18 03:00:00,2780.0,2784.15,2769.55,2775.65,3438.09
2022-03-18 04:00:00,2775.65,2780.0,2768.95,2777.95,2178.46
2022-03-18 05:00:00,2777.95,2805.0,2777.9,2799.95,6019.51
2022-03-18 06:00:00,2799.95,2806.95,2793.05,2796.35,3080.34
2022-03-18 07:00:00,2796.35,2800.6,2786.55,2791.25,3862.16
2022-03-18 08:00:00,2791.25,2813.85,2781.3,2797.55,7040.85
2022-03-18 09:00:00,2797.55,2803.6,2789.65,2791.95,4713.52
2022-03-18 10:00:00,2791.95,2809.25,2791.5,2793.6,4149.0
2022-03-18 11:00:00,2793.6,2796.5,2777.5,2792.45,6826.37
2022-03-18 12:00:00,2792.45,2820.45,2789.05,2803.65,10559.65
2022-03-18 13:00:00,2803.65,2810.9,2786.0,2809.7,7717.47
2022-03-18 14:00:00,2809.7,2866.0,2805.25,2841.15,26504.32
2022-03-18 15:00:00,2841.15,2899.0,2840.25,2892.95,32172.97
2022-03-18 16:00:00,2892.95,2923.9,2880.05,2919.7,18433.26
2022-03-18 17:00:00,2919.7,2944.3,2911.2,2932.45,17995.71
2022-03-18 18:00:00,2932.45,2937.45,2919.15,2929.15,7734.21
2022-03-18 19:00:00,2929.15,2966.85,2928.1,2963.15,10994.59
2022-03-18 20:00:00,2963.15,2984.35,2945.55,2946.45,16956.46
2022-03-18 21:00:00,2946.45,2954.35,2938.55,2951.45,5127.6
2022-03-18 22:00:00,2951.45,2959.8,2928.4,2930.15,5087.05
2022-03-18 23:00:00,2930.15,2948.6,2930.15,2937.5,2860.38
2022-03-19 00:00:00,2937.5,2978.6,2937.25,2963.15,7915.35
2022-03-19 01:00:00,2963.15,2964.95,2952.0,2953.7,3830.32
2022-03-19 02:00:00,2953.7,2955.3,2941.0,2949.05,3769.53
2022-03-19 03:00:00,2949.05,2955.5,2926.55,2946.7,6019.57
2022-03-19 04:00:00,2946.7,2966.8,2938.5,2944.5,6184.67
2022-03-19 05:00:00,2944.5,2945.85,2930.95,2932.15,2190.02
2022-03-19 06:00:00,2932.15,2941.55,2928.25,2936.25,1902.44
2022-03-19 07:00:00,2936.25,2936.25,2920.5,2922.9,6292.59
2022-03-19 08:00:00,2922.9,2934.75,2921.2,2934.3,2253.48
2022-03-19 09:00:00,2934.3,2952.5,2931.65,2942.65,5060.29
2022-03-19 10:00:00,2942.65,2951.4,2935.3,2938.5,2737.28
2022-03-19 11:00:00,2938.5,2950.35,2935.25,2944.35,2809.53
2022-03-19 12:00:00,2944.35,2970.45,2940.0,2969.7,5299.63
2022-03-19 13:00:00,2969.7,2975.0,2942.65,2946.35,6906.73
2022-03-19 14:00:00,2946.35,2961.8,2937.0,2959.6,4526.52
2022-03-19 15:00:00,2959.6,2975.95,2951.25,2965.35,6775.85
2022-03-19 16:00:00,2965.35,2987.85,2954.95,2971.2,7463.79
2022-03-19 17:00:00,2971.2,2974.8,2946.6,2955.15,6629.78
2022-03-19 18:00:00,2955.15,2957.1,2943.75,2955.55,4112.79
2022-03-19 19:00:00,2955.55,2955.8,2945.0,2948.45,4204.1
2022-03-19 20:00:00,2948.45,2966.45,2940.0,2950.35,6375.65
2022-03-19 21:00:00,2950.35,2961.45,2945.95,2946.8,3383.29
2022-03-19 22:00:00,2946.8,2946.8,2890.0,2933.8,16759.03
2022-03-19 23:00:00,2933.8,2953.8,2929.7,2948.6,6145.08
2022-03-20 00:00:00,2948.6,2961.6,2929.6,2937.7,3982.0
2022-03-20 01:00:00,2937.7,2940.0,2904.5,2926.35,9508.46
2022-03-20 02:00:00,2926.35,2931.15,2911.6,2918.1,4782.3
2022-03-20 03:00:00,2918.1,2934.45,2918.1,2930.5,3687.85
2022-03-20 04:00:00,2930.5,2933.75,2915.9,2918.2,3684.65
2022-03-20 05:00:00,2918.2,2930.2,2915.0,2928.8,2650.62
2022-03-20 06:00:00,2928.8,2933.95,2921.55,2921.7,1853.19
2022-03-20 07:00:00,2921.7,2926.45,2915.8,2924.0,2773.02
2022-03-20 08:00:00,2924.0,2929.6,2920.0,2924.35,1551.1
2022-03-20 09:00:00,2924.35,2926.05,2895.45,2918.3,8616.66
2022-03-20 10:00:00,2918.3,2923.3,2907.1,2913.9,3242.53
2022-03-20 11:00:00,2913.9,2918.45,2874.0,2885.0,6636.71
2022-03-20 12:00:00,2885.0,2898.1,2867.5,2889.7,11173.9
2022-03-20 13:00:00,2889.7,2893.45,2870.1,2871.2,7452.9
2022-03-20 14:00:00,2871.2,2884.2,2855.2,2861.5,7675.18
2022-03-20 15:00:00,2861.5,2868.6,2846.25,2853.7,7092.61
2022-03-20 16:00:00,2853.7,2877.5,2838.85,2848.3,12666.12
2022-03-20 17:00:00,2848.3,2851.25,2816.65,2824.95,12770.87
2022-03-20 18:00:00,2824.95,2842.35,2816.35,2841.9,6776.8
2022-03-20 19:00:00,2841.9,2878.8,2836.45,2875.2,12630.05
2022-03-20 20:00:00,2875.2,2911.2,2867.1,2870.05,17023.04
2022-03-20 21:00:00,2870.05,2888.35,2859.0,2878.35,8642.46
2022-03-20 22:00:00,2878.35,2882.9,2851.6,2874.3,6752.3
2022-03-20 23:00:00,2874.3,2874.55,2848.3,2859.9,4937.4
2022-03-21 00:00:00,2859.9,2869.55,2844.35,2868.45,3467.06
2022-03-21 01:00:00,2868.45,2875.2,2858.65,2864.15,5625.32
2022-03-21 02:00:00,2864.15,2870.0,2830.25,2842.45,9803.95
2022-03-21 03:00:00,2842.45,2852.15,2827.0,2842.9,5078.49
2022-03-21 04:00:00,2842.9,2846.85,2833.45,2843.95,2561.99
2022-03-21 05:00:00,2843.95,2872.3,2842.0,2867.75,4041.98
2022-03-21 06:00:00,2867.75,2875.0,2855.05,2857.9,4083.0
2022-03-21 07:00:00,2857.9,2894.35,2853.6,2888.4,5859.27
2022-03-21 08:00:00,2888.4,2899.4,2878.0,2879.05,5154.67
2022-03-21 09:00:00,2879.05,2920.0,2871.45,2910.8,8076.28
2022-03-21 10:00:00,2910.8,2918.55,2900.0,2907.9,5685.91
2022-03-21 11:00:00,2907.9,2921.3,2900.15,2903.05,4162.61
2022-03-21 12:00:00,2903.05,2916.5,2882.8,2911.35,9480.24
2022-03-21 13:00:00,2911.35,2944.45,2911.15,2911.2,15029.95
2022-03-21 14:00:00,2911.2,2923.85,2888.4,2922.6,12082.86
2022-03-21 15:00:00,2922.6,2953.65,2913.7,2952.5,16183.94
2022-03-21 16:00:00,2952.5,2958.25,2902.4,2905.05,16691.15
2022-03-21 17:00:00,2905.05,2927.8,2894.35,2919.05,12031.0
2022-03-21 18:00:00,2919.05,2923.95,2901.95,2901.95,4777.36
2022-03-21 19:00:00,2901.95,2916.0,2892.2,2915.15,6062.81
2022-03-21 20:00:00,2915.15,2920.9,2906.6,2906.6,2482.68
2022-03-21 21:00:00,2906.6,2919.8,2896.65,2919.8,3096.18
2022-03-21 22:00:00,2919.8,2919.8,2906.55,2906.6,2979.73
2022-03-21 23:00:00,2906.6,2910.0,2878.7,2888.05,5890.19
2022-03-22 00:00:00,2888.05,2904.9,2884.8,2900.3,4345.55
2022-03-22 01:00:00,2900.3,2908.9,2886.8,2895.2,3305.48
